"id";"code_reference_id";"code_element_id";"index";"rationale";"linker_name";"release_link_set_id";"first_link_id";"id";"url";"file_path";"xpath";"index_from";"index_to";"project_id";"project_release_id";"content";"source";"original_kind_hint_id";"kind_hint_id";"snippet_id";"declaration";"index";"sentence";"paragraph";"parent_reference_id";"child_index";"title_content_type_id";"title_object_id";"local_content_type_id";"local_object_id";"mid_content_type_id";"mid_object_id";"global_content_type_id";"global_object_id";"resource_content_type_id";"resource_object_id";"id";"codebase_id";"simple_name";"fqn";"kind_id";"deprecated";"abstract";"eclipse_handle";"attcontainer_id";"index";"parser";"id";"kind";"is_type";"is_file";"is_attribute";"is_value"
7;35;12239;0;;"javaclass";6;6;35;;"math/doc/manual3.1/math/userguide/fraction.html";"/html/body/div[4]/div/div/div[3]/p[1]/tt[2]";0;0;8;2;"FractionFormat";"d";2;2;;"f";62;"FractionFormat is a";"Fraction instances can be converted to and from strings
          using the
          FractionFormat class. FractionFormat is a
          java.text.Format extension and, as such, is used like other
          formatting objects (e.g. java.text.SimpleDateFormat):";;0;;;27;13;27;1;26;2;25;7;12239;2;"FractionFormat";"org.apache.commons.math3.fraction.FractionFormat";2;"f";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
8;38;18539;0;"heuristic_depth";"javapostclass";7;7;38;;"math/doc/manual3.1/math/userguide/optimization.html";"/html/body/div[4]/div/div/div[1]/ul[2]/li[1]/a[1]";0;0;8;2;"UnivariateOptimizer";"d";2;2;;"f";58;"UnivariateOptimizer for";"UnivariateOptimizer for 
              univariate real functions";;0;;;27;5;27;3;26;1;25;7;18539;2;"UnivariateOptimizer";"org.apache.commons.math3.optim.univariate.UnivariateOptimizer";2;"f";"t";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
375;40;20334;0;;"javageneric";342;342;40;;"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[2]/p/a";0;0;8;2;"Erf";"d";30;30;;"f";57;"Erf contains several useful functions involving the Error Function, Erf.";"Erf contains several useful functions involving the Error Function, Erf.";;0;;;27;10;27;4;26;3;25;7;20334;2;"Erf";"org.apache.commons.math3.special.Erf";2;"f";"f";"Err:512";;0;"java";30;"unknown";"f";"f";"f";"f"
376;44;20275;0;;"javageneric";343;343;44;;"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]/p/a/tt";0;0;8;2;"Gamma";"d";30;30;;"f";61;"Gamma";"Gamma";;0;;;27;14;27;4;26;3;25;7;20275;2;"Gamma";"org.apache.commons.math3.special.Gamma";2;"f";"f";"Err:512";;0;"java";30;"unknown";"f";"f";"f";"f"
10;46;18864;0;"highest_frequency";"javapostclass";8;8;46;;"math/doc/manual3.1/math/userguide/optimization.html";"/html/body/div[4]/div/div/div[1]/ul[2]/li[2]/a[1]";0;0;8;2;"MultivariateOptimizer";"d";2;2;;"f";60;"MultivariateOptimizer for";"MultivariateOptimizer for 
              multivariate real functions";;0;;;27;5;27;3;26;1;25;7;18864;2;"MultivariateOptimizer";"org.apache.commons.math3.optimization.MultivariateOptimizer";2;"t";"t";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
12;47;20275;0;;"javaclass";9;9;47;;"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]/div[1]/p/tt";0;0;8;2;"Gamma.gamma(x)";"d";2;2;;"f";63;"Gamma.gamma(x) computes the Gamma function, Γ(x) (see MathWorld, DLMF).";"Gamma.gamma(x) computes the Gamma function, Γ(x) (see MathWorld, DLMF). The accuracy of the Commons-Math implementation is assessed by comparaison with high precision values computed with the Maxima Computer Algebra System.";;0;;;27;16;27;4;26;3;25;7;20275;2;"Gamma";"org.apache.commons.math3.special.Gamma";2;"f";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
307;51;20285;0;;"javamethod";287;287;51;;"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]/div[1]/p/tt";0;0;8;2;"Gamma.gamma(x)";"d";5;5;;"f";63;"Gamma.gamma(x) computes the Gamma function, Γ(x) (see MathWorld, DLMF).";"Gamma.gamma(x) computes the Gamma function, Γ(x) (see MathWorld, DLMF). The accuracy of the Commons-Math implementation is assessed by comparaison with high precision values computed with the Maxima Computer Algebra System.";47;0;;;27;16;27;4;26;3;25;7;20285;2;"gamma";"org.apache.commons.math3.special.Gamma.gamma";5;"f";"f";"Err:512";;0;"java";5;"method";"f";"f";"f";"f"
13;52;12239;0;;"javaclass";10;10;52;;"math/doc/manual3.1/math/userguide/fraction.html";"/html/body/div[4]/div/div/div[3]/p[2]/tt[2]";0;0;8;2;"FractionFormat";"d";2;2;;"f";66;"a FractionFormat.";"To customize the formatting output, one or two
          java.text.NumberFormat instances can be used to construct
          a FractionFormat.  These number formats control the
          formatting of the numerator and denominator of the fraction:";;0;;;27;13;27;1;26;2;25;7;12239;2;"FractionFormat";"org.apache.commons.math3.fraction.FractionFormat";2;"f";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
14;53;18806;0;;"javaclass";11;11;53;;"math/doc/manual3.1/math/userguide/optimization.html";"/html/body/div[4]/div/div/div[1]/ul[2]/li[3]/a[1]";0;0;8;2;"DifferentiableMultivariateOptimizer";"d";2;2;;"f";62;"DifferentiableMultivariateOptimizer for";"DifferentiableMultivariateOptimizer for 
              differentiable multivariate real functions";;0;;;27;5;27;3;26;1;25;7;18806;2;"DifferentiableMultivariateOptimizer";"org.apache.commons.math3.optimization.DifferentiableMultivariateOptimizer";2;"t";"t";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
15;54;20098;0;;"javaclass";12;12;54;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[1]/a[4]";0;0;8;2;"RandomDataImpl";"d";2;2;;"f";63;"RandomDataImpl describes the algorithms used to generate";"There is no such thing as a single ""random number.""  What can be
    generated  are sequences of numbers that appear to be random.  When
    using the built-in JDK function Math.random(), sequences of 
    values generated follow the 
    
    Uniform Distribution, which means that the values are evenly spread
    over the interval  between 0 and 1, with no sub-interval having a greater
    probability of containing generated values than any other interval of the
    same length.  The mathematical concept of a
    
    probability distribution basically amounts to asserting that different
    ranges in the set  of possible values of a random variable have
    different probabilities of containing the value.  Commons Math supports
    generating random sequences from each of the distributions in the
    
    distributions package.
    The javadoc for the nextXxx methods in 
    
    RandomDataImpl describes the algorithms used to generate
    random deviates.";;0;;;27;15;27;2;26;4;25;7;20098;2;"RandomDataImpl";"org.apache.commons.math3.random.RandomDataImpl";2;"t";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
16;55;12239;0;;"javaclass";13;13;55;;"math/doc/manual3.1/math/userguide/fraction.html";"/html/body/div[4]/div/div/div[3]/p[3]/tt[1]";0;0;8;2;"FractionFormat";"d";2;2;;"f";67;"FractionFormat.";"Formatting's inverse operation, parsing, can also be performed by
          FractionFormat.  To parse a fraction from a string,
          simply call the parse method:";;0;;;27;13;27;1;26;2;25;7;12239;2;"FractionFormat";"org.apache.commons.math3.fraction.FractionFormat";2;"f";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
17;57;20098;0;;"javaclass";14;14;57;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[2]/tt[1]";0;0;8;2;"RandomDataImpl";"d";2;2;;"f";65;"nextSecureXxx methods in the RandomDataImpl implementation of";"It is possible for a sequence of numbers to appear random, but
    nonetheless to be predictable based on the algorithm used to generate the
    sequence. If in addition to randomness, strong unpredictability is
    required, it is best to use a  
    
    secure random number generator to generate values (or strings). The
    nextSecureXxx methods in the RandomDataImpl implementation of
    the RandomData interface use the JDK SecureRandom
    PRNG to generate cryptographically secure sequences.  The 
    setSecureAlgorithm method allows you to change the underlying
    PRNG. These methods are much slower than the corresponding
    ""non-secure"" versions, so they should only be used when cryptographic
    security is required.  The ISAACRandom class implements a fast
    cryptographically secure pseudorandom numbers generator.";;0;;;27;15;27;2;26;4;25;7;20098;2;"RandomDataImpl";"org.apache.commons.math3.random.RandomDataImpl";2;"t";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
18;60;18870;0;;"javaclass";15;15;60;;"math/doc/manual3.1/math/userguide/optimization.html";"/html/body/div[4]/div/div/div[1]/ul[2]/li[4]/a[1]";0;0;8;2;"DifferentiableMultivariateVectorOptimizer";"d";2;2;;"f";64;"DifferentiableMultivariateVectorOptimizer for";"DifferentiableMultivariateVectorOptimizer for 
              differentiable multivariate vectorial functions";;0;;;27;5;27;3;26;1;25;7;18870;2;"DifferentiableMultivariateVectorOptimizer";"org.apache.commons.math3.optimization.DifferentiableMultivariateVectorOptimizer";2;"t";"t";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
19;61;20071;0;;"javaclass";16;16;61;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[2]/tt[2]";0;0;8;2;"RandomData";"d";2;2;;"f";66;"the RandomData interface use the JDK SecureRandom";"It is possible for a sequence of numbers to appear random, but
    nonetheless to be predictable based on the algorithm used to generate the
    sequence. If in addition to randomness, strong unpredictability is
    required, it is best to use a  
    
    secure random number generator to generate values (or strings). The
    nextSecureXxx methods in the RandomDataImpl implementation of
    the RandomData interface use the JDK SecureRandom
    PRNG to generate cryptographically secure sequences.  The 
    setSecureAlgorithm method allows you to change the underlying
    PRNG. These methods are much slower than the corresponding
    ""non-secure"" versions, so they should only be used when cryptographic
    security is required.  The ISAACRandom class implements a fast
    cryptographically secure pseudorandom numbers generator.";;0;;;27;15;27;2;26;4;25;7;20071;2;"RandomData";"org.apache.commons.math3.random.RandomData";2;"t";"t";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
410;67;20375;0;;"javageneric";376;376;67;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[2]/tt[4]";0;0;8;2;"setSecureAlgorithm";"d";2;30;;"f";68;"setSecureAlgorithm method allows you to change the underlying";"It is possible for a sequence of numbers to appear random, but
    nonetheless to be predictable based on the algorithm used to generate the
    sequence. If in addition to randomness, strong unpredictability is
    required, it is best to use a  
    
    secure random number generator to generate values (or strings). The
    nextSecureXxx methods in the RandomDataImpl implementation of
    the RandomData interface use the JDK SecureRandom
    PRNG to generate cryptographically secure sequences.  The 
    setSecureAlgorithm method allows you to change the underlying
    PRNG. These methods are much slower than the corresponding
    ""non-secure"" versions, so they should only be used when cryptographic
    security is required.  The ISAACRandom class implements a fast
    cryptographically secure pseudorandom numbers generator.";;0;;;27;15;27;2;26;4;25;7;20375;2;"setSecureAlgorithm";"org.apache.commons.math3.random.RandomDataImpl.setSecureAlgorithm";5;"f";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
20;70;19781;0;;"javaclass";17;17;70;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[2]/tt[5]";0;0;8;2;"ISAACRandom";"d";2;2;;"f";69;"The ISAACRandom class implements a fast";"It is possible for a sequence of numbers to appear random, but
    nonetheless to be predictable based on the algorithm used to generate the
    sequence. If in addition to randomness, strong unpredictability is
    required, it is best to use a  
    
    secure random number generator to generate values (or strings). The
    nextSecureXxx methods in the RandomDataImpl implementation of
    the RandomData interface use the JDK SecureRandom
    PRNG to generate cryptographically secure sequences.  The 
    setSecureAlgorithm method allows you to change the underlying
    PRNG. These methods are much slower than the corresponding
    ""non-secure"" versions, so they should only be used when cryptographic
    security is required.  The ISAACRandom class implements a fast
    cryptographically secure pseudorandom numbers generator.";;0;;;27;15;27;2;26;4;25;7;19781;2;"ISAACRandom";"org.apache.commons.math3.random.ISAACRandom";2;"f";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
21;72;20098;0;;"javaclass";18;18;72;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[3]/tt[1]";0;0;8;2;"RandomDataImpl";"d";2;2;;"f";70;"By default, the implementation provided in RandomDataImpl";"By default, the implementation provided in RandomDataImpl
    uses the JDK-provided PRNG.  Like most other PRNGs, the JDK generator
    generates sequences of random numbers based on an initial ""seed value"".
    For the non-secure methods, starting with the same seed always produces the
    same sequence of values.  Secure sequences started with the same seeds will
    diverge. When a new RandomDataImpl is created, the underlying
    random number generators are not initialized.  The first
    call to a data generation method, or to a  reSeed() method
    initializes the appropriate generator.  If you do not explicitly seed the
    generator, it is by default seeded with the current time in milliseconds.
    Therefore, to generate sequences of random data values, you should always
    instantiate one  RandomDataImpl and use it
    repeatedly instead of creating new instances for subsequent values in the
    sequence.  For example, the following will generate a random sequence of 50
    long integers between 1 and 1,000,000, using the current time in
    milliseconds as the seed for the JDK PRNG:
    
RandomData randomData = new RandomDataImpl(); 
for (int i = 0; i < 1000; i++) {
    value = randomData.nextLong(1, 1000000);
}
    
    The following will not in general produce a good random sequence, since the
    PRNG is reseeded each time through the loop with the current time in
    milliseconds:
    
for (int i = 0; i < 1000; i++) {
    RandomDataImpl randomData = new RandomDataImpl(); 
    value = randomData.nextLong(1, 1000000);
}
    
    The following will produce the same random sequence each time it is
    executed:
    
RandomData randomData = new RandomDataImpl(); 
randomData.reSeed(1000);
for (int i = 0; i = 1000; i++) {
    value = randomData.nextLong(1, 1000000);
}
    
    The following will produce a different random sequence each time it is
     executed. 
    
RandomData randomData = new RandomDataImpl(); 
randomData.reSeedSecure(1000);
for (int i = 0; i < 1000; i++) {
    value = randomData.nextSecureLong(1, 1000000);
}";;0;;;27;15;27;2;26;4;25;7;20098;2;"RandomDataImpl";"org.apache.commons.math3.random.RandomDataImpl";2;"t";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
22;73;18679;0;"highest_frequency";"javapostclass";19;19;73;;"math/doc/manual3.1/math/userguide/optimization.html";"/html/body/div[4]/div/div/div[1]/p[5]/a[3]";0;0;8;2;"LeastSquaresConverter";"d";2;2;;"f";68;"LeastSquaresConverter helper class.";"Despite there are only four types of supported optimizers, it is possible to optimize
        a transform a 
        non-differentiable multivariate vectorial function by converting it to a 
        non-differentiable multivariate real function thanks to the 
        LeastSquaresConverter helper class. The transformed function can be optimized using
        any implementation of the 
        MultivariateOptimizer interface.";;0;;;27;5;27;3;26;1;25;7;18679;2;"LeastSquaresConverter";"org.apache.commons.math3.optimization.LeastSquaresConverter";2;"t";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
24;75;20098;0;;"javaclass";20;20;75;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[3]/tt[2]";0;0;8;2;"RandomDataImpl";"d";2;2;;"f";71;"When a new RandomDataImpl is created, the underlying";"By default, the implementation provided in RandomDataImpl
    uses the JDK-provided PRNG.  Like most other PRNGs, the JDK generator
    generates sequences of random numbers based on an initial ""seed value"".
    For the non-secure methods, starting with the same seed always produces the
    same sequence of values.  Secure sequences started with the same seeds will
    diverge. When a new RandomDataImpl is created, the underlying
    random number generators are not initialized.  The first
    call to a data generation method, or to a  reSeed() method
    initializes the appropriate generator.  If you do not explicitly seed the
    generator, it is by default seeded with the current time in milliseconds.
    Therefore, to generate sequences of random data values, you should always
    instantiate one  RandomDataImpl and use it
    repeatedly instead of creating new instances for subsequent values in the
    sequence.  For example, the following will generate a random sequence of 50
    long integers between 1 and 1,000,000, using the current time in
    milliseconds as the seed for the JDK PRNG:
    
RandomData randomData = new RandomDataImpl(); 
for (int i = 0; i < 1000; i++) {
    value = randomData.nextLong(1, 1000000);
}
    
    The following will not in general produce a good random sequence, since the
    PRNG is reseeded each time through the loop with the current time in
    milliseconds:
    
for (int i = 0; i < 1000; i++) {
    RandomDataImpl randomData = new RandomDataImpl(); 
    value = randomData.nextLong(1, 1000000);
}
    
    The following will produce the same random sequence each time it is
    executed:
    
RandomData randomData = new RandomDataImpl(); 
randomData.reSeed(1000);
for (int i = 0; i = 1000; i++) {
    value = randomData.nextLong(1, 1000000);
}
    
    The following will produce a different random sequence each time it is
     executed. 
    
RandomData randomData = new RandomDataImpl(); 
randomData.reSeedSecure(1000);
for (int i = 0; i < 1000; i++) {
    value = randomData.nextSecureLong(1, 1000000);
}";;0;;;27;15;27;2;26;4;25;7;20098;2;"RandomDataImpl";"org.apache.commons.math3.random.RandomDataImpl";2;"t";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
25;76;18864;0;"highest_frequency";"javapostclass";21;21;76;;"math/doc/manual3.1/math/userguide/optimization.html";"/html/body/div[4]/div/div/div[1]/p[5]/a[4]";0;0;8;2;"MultivariateOptimizer";"d";2;2;;"f";69;"MultivariateOptimizer interface.";"Despite there are only four types of supported optimizers, it is possible to optimize
        a transform a 
        non-differentiable multivariate vectorial function by converting it to a 
        non-differentiable multivariate real function thanks to the 
        LeastSquaresConverter helper class. The transformed function can be optimized using
        any implementation of the 
        MultivariateOptimizer interface.";;0;;;27;5;27;3;26;1;25;7;18864;2;"MultivariateOptimizer";"org.apache.commons.math3.optimization.MultivariateOptimizer";2;"t";"t";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
27;79;18539;0;"heuristic_depth";"javapostclass";22;22;79;;"math/doc/manual3.1/math/userguide/optimization.html";"/html/body/div[4]/div/div/div[2]/p[1]/a";0;0;8;2;"UnivariateOptimizer";"d";2;2;;"f";71;"UnivariateOptimizer is used to find the minimal values of a univariate real-valued";"A 
          UnivariateOptimizer is used to find the minimal values of a univariate real-valued
          function f.";;0;;;27;8;27;3;26;1;25;7;18539;2;"UnivariateOptimizer";"org.apache.commons.math3.optim.univariate.UnivariateOptimizer";2;"f";"t";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
29;80;20098;0;;"javaclass";23;23;80;;"math/doc/manual3.1/math/userguide/random.html";"/html/body/div[4]/div/div/div[2]/dl/dd[3]/tt[4]";0;0;8;2;"RandomDataImpl";"d";2;2;;"f";73;"instantiate one  RandomDataImpl and use it";"By default, the implementation provided in RandomDataImpl
    uses the JDK-provided PRNG.  Like most other PRNGs, the JDK generator
    generates sequences of random numbers based on an initial ""seed value"".
    For the non-secure methods, starting with the same seed always produces the
    same sequence of values.  Secure sequences started with the same seeds will
    diverge. When a new RandomDataImpl is created, the underlying
    random number generators are not initialized.  The first
    call to a data generation method, or to a  reSeed() method
    initializes the appropriate generator.  If you do not explicitly seed the
    generator, it is by default seeded with the current time in milliseconds.
    Therefore, to generate sequences of random data values, you should always
    instantiate one  RandomDataImpl and use it
    repeatedly instead of creating new instances for subsequent values in the
    sequence.  For example, the following will generate a random sequence of 50
    long integers between 1 and 1,000,000, using the current time in
    milliseconds as the seed for the JDK PRNG:
    
RandomData randomData = new RandomDataImpl(); 
for (int i = 0; i < 1000; i++) {
    value = randomData.nextLong(1, 1000000);
}
    
    The following will not in general produce a good random sequence, since the
    PRNG is reseeded each time through the loop with the current time in
    milliseconds:
    
for (int i = 0; i < 1000; i++) {
    RandomDataImpl randomData = new RandomDataImpl(); 
    value = randomData.nextLong(1, 1000000);
}
    
    The following will produce the same random sequence each time it is
    executed:
    
RandomData randomData = new RandomDataImpl(); 
randomData.reSeed(1000);
for (int i = 0; i = 1000; i++) {
    value = randomData.nextLong(1, 1000000);
}
    
    The following will produce a different random sequence each time it is
     executed. 
    
RandomData randomData = new RandomDataImpl(); 
randomData.reSeedSecure(1000);
for (int i = 0; i < 1000; i++) {
    value = randomData.nextSecureLong(1, 1000000);
}";;0;;;27;15;27;2;26;4;25;7;20098;2;"RandomDataImpl";"org.apache.commons.math3.random.RandomDataImpl";2;"t";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
30;82;20275;0;;"javaclass";24;24;82;;"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]/div[2]/p/tt";0;0;8;2;"Gamma.logGamma(x)";"d";2;2;;"f";75;"Gamma.logGamma(x) computes the natural logarithm of the Gamma function, log Γ(x), for x > 0 (see MathWorld, DLMF).";"Gamma.logGamma(x) computes the natural logarithm of the Gamma function, log Γ(x), for x > 0 (see MathWorld, DLMF). The accuracy of the Commons-Math implementation is assessed by comparaison with high precision values computed with the Maxima Computer Algebra System.";;0;;;27;19;27;4;26;3;25;7;20275;2;"Gamma";"org.apache.commons.math3.special.Gamma";2;"f";"f";"Err:512";;0;"java";2;"class";"t";"f";"f";"f"
324;83;20312;0;;"javamethod";300;300;83;;"math/doc/manual3.1/math/userguide/special.html";"/html/body/div[4]/div/div/div[3]/div[2]/p/tt";0;0;8;2;"Gamma.logGamma(x)";"d";5;5;;"f";75;"Gamma.logGamma(x) computes the natural logarithm of the Gamma function, log Γ(x), for x > 0 (see MathWorld, DLMF).";"Gamma.logGamma(x) computes the natural logarithm of the Gamma function, log Γ(x), for x > 0 (see MathWorld, DLMF). The accuracy of the Commons-Math implementation is assessed by comparaison with high precision values computed with the Maxima Computer Algebra System.";82;0;;;27;19;27;4;26;3;25;7;20312;2;"logGamma";"org.apache.commons.math3.special.Gamma.logGamma";5;"f";"f";"Err:512";;0;"java";5;"method";"f";"f";"f";"f"
