id;code_reference_id;code_element_id;index;rationale;linker_name;release_link_set_id;first_link_id;id;url;file_path;xpath;index_from;index_to;project_id;project_release_id;content;source;original_kind_hint_id;kind_hint_id;snippet_id;declaration;index;sentence;paragraph;parent_reference_id;child_index;title_content_type_id;title_object_id;local_content_type_id;local_object_id;mid_content_type_id;mid_object_id;global_content_type_id;global_object_id;resource_content_type_id;resource_object_id;id;codebase_id;simple_name;fqn;kind_id;deprecated;abstract;eclipse_handle;attcontainer_id;index;parser;id;kind;is_type;is_file;is_attribute;is_value
300;476;20770;0;"";javamethod;286;286;476;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[2]/p[3]/tt[1];0;0;8;2;evaluate();d;5;5;;f;63;evaluate() methods that take double[] arrays as arguments;"The top level interface is
          
          UnivariateStatistic.
          This interface, implemented by all statistics, consists of
          evaluate() methods that take double[] arrays as arguments
          and return the value of the statistic.   This interface is extended by
          
          StorelessUnivariateStatistic, which adds increment(),
          getResult() and associated methods to support
          ""storageless"" implementations that maintain counters, sums or other
          state information as values are added using the increment()
          method.";;0;;;27;71;27;69;26;14;25;7;20770;2;evaluate;org.apache.commons.math3.stat.descriptive.UnivariateStatistic.evaluate;5;f;t;=mathmain3.1/src<org.apache.commons.math3.stat.descriptive{UnivariateStatistic.java[UnivariateStatistic~evaluate~\[D;;0;java;5;method;f;f;f;f
308;482;20824;0;"";javamethod;288;288;482;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[2]/p[3]/tt[2];0;0;8;2;increment();d;5;5;;f;65;StorelessUnivariateStatistic, which adds increment(),;"The top level interface is
          
          UnivariateStatistic.
          This interface, implemented by all statistics, consists of
          evaluate() methods that take double[] arrays as arguments
          and return the value of the statistic.   This interface is extended by
          
          StorelessUnivariateStatistic, which adds increment(),
          getResult() and associated methods to support
          ""storageless"" implementations that maintain counters, sums or other
          state information as values are added using the increment()
          method.";;0;;;27;71;27;69;26;14;25;7;20824;2;increment;org.apache.commons.math3.stat.descriptive.StorelessUnivariateStatistic.increment;5;f;t;=mathmain3.1/src<org.apache.commons.math3.stat.descriptive{StorelessUnivariateStatistic.java[StorelessUnivariateStatistic~increment~D;;0;java;5;method;f;f;f;f
311;487;20821;0;"";javamethod;290;290;487;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[2]/p[3]/tt[3];0;0;8;2;getResult();d;5;5;;f;66;getResult() and associated methods to support;"The top level interface is
          
          UnivariateStatistic.
          This interface, implemented by all statistics, consists of
          evaluate() methods that take double[] arrays as arguments
          and return the value of the statistic.   This interface is extended by
          
          StorelessUnivariateStatistic, which adds increment(),
          getResult() and associated methods to support
          ""storageless"" implementations that maintain counters, sums or other
          state information as values are added using the increment()
          method.";;0;;;27;71;27;69;26;14;25;7;20821;2;getResult;org.apache.commons.math3.stat.descriptive.StorelessUnivariateStatistic.getResult;5;f;t;=mathmain3.1/src<org.apache.commons.math3.stat.descriptive{StorelessUnivariateStatistic.java[StorelessUnivariateStatistic~getResult;;0;java;5;method;f;f;f;f
314;490;20824;0;"";javamethod;292;292;490;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[2]/p[3]/tt[4];0;0;8;2;increment();d;5;5;;f;67;state information as values are added using the increment();"The top level interface is
          
          UnivariateStatistic.
          This interface, implemented by all statistics, consists of
          evaluate() methods that take double[] arrays as arguments
          and return the value of the statistic.   This interface is extended by
          
          StorelessUnivariateStatistic, which adds increment(),
          getResult() and associated methods to support
          ""storageless"" implementations that maintain counters, sums or other
          state information as values are added using the increment()
          method.";;0;;;27;71;27;69;26;14;25;7;20824;2;increment;org.apache.commons.math3.stat.descriptive.StorelessUnivariateStatistic.increment;5;f;t;=mathmain3.1/src<org.apache.commons.math3.stat.descriptive{StorelessUnivariateStatistic.java[StorelessUnivariateStatistic~increment~D;;0;java;5;method;f;f;f;f
444;537;10642;0;"";javageneric;399;399;537;;math/doc/manual3.1/math/userguide/complex.html;/html/body/div[4]/div/div/div[4]/p[4]/tt[2];0;0;8;2;parse;d;30;30;;f;79;simply call the parse method:;"Formatting inverse operation, parsing, can also be performed by
          ComplexFormat.  Parse a complex number from a string,
          simply call the parse method:";;0;;;27;82;27;78;26;15;25;7;10642;2;parse;org.apache.commons.math3.complex.ComplexFormat.parse;5;f;f;"=mathmain3.1/src<org.apache.commons.math3.complex{ComplexFormat.java[ComplexFormat~parse~QString;";;0;java;30;unknown;f;f;f;f
446;548;20766;0;"";javageneric;400;400;548;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[2]/dl/dd[6]/tt[4];0;0;8;2;addValue;d;2;30;;f;96;"addValue(3);";"There are two ways to do this using AggregateSummaryStatistics. 
        The first is to use an AggregateSummaryStatistics instance
        to accumulate overall statistics contributed by SummaryStatistics
        instances created using
        
        AggregateSummaryStatistics.createContributingStatistics():
        
// Create a AggregateSummaryStatistics instance to accumulate the overall statistics 
// and AggregatingSummaryStatistics for the subsamples
AggregateSummaryStatistics aggregate = new AggregateSummaryStatistics();
SummaryStatistics setOneStats = aggregate.createContributingStatistics();
SummaryStatistics setTwoStats = aggregate.createContributingStatistics();
// Add values to the subsample aggregates
setOneStats.addValue(2);
setOneStats.addValue(3);
setTwoStats.addValue(2);
setTwoStats.addValue(4);
...
// Full sample data is reported by the aggregate
double totalSampleSum = aggregate.getSum();
        
        The above approach has the disadvantages that the addValue calls must be synchronized on the
        SummaryStatistics instance maintained by the aggregate and each value addition updates the
        aggregate as well as the subsample. For applications that can wait to do the aggregation until all values
        have been added, a static
        
          aggregate method is available, as shown in the following example.
        This method should be used when aggregation needs to be done across threads.
        
// Create SummaryStatistics instances for the subsample data
SummaryStatistics setOneStats = new SummaryStatistics();
SummaryStatistics setTwoStats = new SummaryStatistics();
// Add values to the subsample SummaryStatistics instances
setOneStats.addValue(2);
setOneStats.addValue(3);
setTwoStats.addValue(2);
setTwoStats.addValue(4);
...
// Aggregate the subsample statistics
Collection<SummaryStatistics> aggregate = new ArrayList<SummaryStatistics>();
aggregate.add(setOneStats);
aggregate.add(setTwoStats);
StatisticalSummary aggregatedStats = AggregateSummaryStatistics.aggregate(aggregate);

// Full sample data is reported by aggregatedStats
double totalSampleSum = aggregatedStats.getSum();";;0;;;27;71;27;69;26;14;25;7;20766;2;addValue;org.apache.commons.math3.stat.descriptive.SummaryStatistics.addValue;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.descriptive{SummaryStatistics.java[SummaryStatistics~addValue~D;;0;java;2;class;t;f;f;f
454;588;22160;0;"";javageneric;403;403;588;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[5]/p[5]/a[1];0;0;8;2;newSampleData;d;2;30;;f;123;AbstractMultipleLinearRegression#newSampleData(double[],int,int),;"Data for OLS models can be loaded in a single double[] array, consisting of concatenated rows of data, each containing
           the regressand (Y) value, followed by regressor values; or using a double[][] array with rows corresponding to
           observations. GLS models also require a double[][] array representing the covariance matrix of the error terms.  See
           
           AbstractMultipleLinearRegression#newSampleData(double[],int,int),  
           
           OLSMultipleLinearRegression#newSampleData(double[], double[][]) and 
           
           GLSMultipleLinearRegression#newSampleData(double[],double[][],double[][]) for details.";;0;;;27;74;27;69;26;14;25;7;22160;2;newSampleData;org.apache.commons.math3.stat.regression.AbstractMultipleLinearRegression.newSampleData;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.regression{AbstractMultipleLinearRegression.java[AbstractMultipleLinearRegression~newSampleData~\[D~I~I;;0;java;2;class;t;f;f;f
461;594;22065;3;"";javageneric;404;;594;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[5]/p[5]/a[2];0;0;8;2;newSampleData;d;2;30;;f;124;OLSMultipleLinearRegression#newSampleData(double[], double[][]) and;"Data for OLS models can be loaded in a single double[] array, consisting of concatenated rows of data, each containing
           the regressand (Y) value, followed by regressor values; or using a double[][] array with rows corresponding to
           observations. GLS models also require a double[][] array representing the covariance matrix of the error terms.  See
           
           AbstractMultipleLinearRegression#newSampleData(double[],int,int),  
           
           OLSMultipleLinearRegression#newSampleData(double[], double[][]) and 
           
           GLSMultipleLinearRegression#newSampleData(double[],double[][],double[][]) for details.";;0;;;27;74;27;69;26;14;25;7;22065;2;newSampleData;org.apache.commons.math3.stat.regression.OLSMultipleLinearRegression.newSampleData;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.regression{OLSMultipleLinearRegression.java[OLSMultipleLinearRegression~newSampleData~\[D~I~I;;0;java;2;class;t;f;f;f
463;600;22079;1;"";javageneric;405;;600;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[5]/p[5]/a[3];0;0;8;2;newSampleData;d;2;30;;f;125;GLSMultipleLinearRegression#newSampleData(double[],double[][],double[][]) for details.;"Data for OLS models can be loaded in a single double[] array, consisting of concatenated rows of data, each containing
           the regressand (Y) value, followed by regressor values; or using a double[][] array with rows corresponding to
           observations. GLS models also require a double[][] array representing the covariance matrix of the error terms.  See
           
           AbstractMultipleLinearRegression#newSampleData(double[],int,int),  
           
           OLSMultipleLinearRegression#newSampleData(double[], double[][]) and 
           
           GLSMultipleLinearRegression#newSampleData(double[],double[][],double[][]) for details.";;0;;;27;74;27;69;26;14;25;7;22079;2;newSampleData;org.apache.commons.math3.stat.regression.GLSMultipleLinearRegression.newSampleData;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.regression{GLSMultipleLinearRegression.java[GLSMultipleLinearRegression~newSampleData~\[D~\[\[D~\[\[D;;0;java;2;class;t;f;f;f
466;645;13243;0;"";javageneric;406;406;645;;math/doc/manual3.1/math/userguide/geometry.html;/html/body/div[4]/div/div/div[2]/p[13]/tt[3];0;0;8;2;applyTo(Vector3D);d;5;30;;f;65;generic methods: applyTo(Vector3D) and;"These examples show that a rotation means what the user wants it to
          mean, so this class does not push the user towards one specific
          definition and hence does not provide methods like
          projectVectorIntoDestinationFrame or
          computeTransformedDirection. It provides simpler and more
          generic methods: applyTo(Vector3D) and
          applyInverseTo(Vector3D).";;0;;;27;85;27;83;26;16;25;7;13243;2;applyTo;org.apache.commons.math3.geometry.euclidean.threed.Rotation.applyTo;5;f;f;"=mathmain3.1/src<org.apache.commons.math3.geometry.euclidean.threed{Rotation.java[Rotation~applyTo~QVector3D;";;0;java;5;method;f;f;f;f
470;646;20618;1;"";javageneric;407;;646;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[7]/p[1]/a[1];0;0;8;2;org.apache.commons.math3.stat.correlation;d;8;30;;f;147;org.apache.commons.math3.stat.correlation package computes covariances;"The 
          org.apache.commons.math3.stat.correlation package computes covariances
          and correlations for pairs of arrays or columns of a matrix.
          
          Covariance computes covariances, 
          
          PearsonsCorrelation provides Pearson's Product-Moment correlation coefficients and
          
          SpearmansCorrelation computes Spearman's rank correlation.";644;0;;;27;76;27;69;26;14;25;7;20618;2;correlation;org.apache.commons.math3.stat.correlation.SpearmansCorrelation.correlation;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.correlation{SpearmansCorrelation.java[SpearmansCorrelation~correlation~\[D~\[D;;0;java;8;field;f;f;f;f
471;661;13243;0;"";javageneric;408;408;661;;math/doc/manual3.1/math/userguide/geometry.html;/html/body/div[4]/div/div/div[2]/p[14]/tt[7];0;0;8;2;applyTo(Rotation);d;5;30;;f;73;provides the methods: applyTo(Rotation) and;"Since a rotation is basically a vectorial operator, several
          rotations can be composed together and the composite operation
          r = r1 o r2 (which means that for each
          vector u, r(u) = r1(r2(u)))
          is also a rotation. Hence we can consider that in addition to vectors, a
          rotation can be applied to other rotations as well (or to itself). With our
          previous notations, we would say we can apply r1 to
          r2 and the result we get is r =
          r1 o r2. For this purpose, the class
          provides the methods: applyTo(Rotation) and
          applyInverseTo(Rotation).";;0;;;27;85;27;83;26;16;25;7;13243;2;applyTo;org.apache.commons.math3.geometry.euclidean.threed.Rotation.applyTo;5;f;f;"=mathmain3.1/src<org.apache.commons.math3.geometry.euclidean.threed{Rotation.java[Rotation~applyTo~QVector3D;";;0;java;5;method;f;f;f;f
365;719;21727;0;"";javamethod;335;335;719;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[8]/ul/li[4]/tt[1];0;0;8;2;gTest(expected, observed);d;5;5;;f;219;gTest(expected, observed), which is the tail probability beyond;"The G test implementation provides two p-values:
           gTest(expected, observed), which is the tail probability beyond
           g(expected, observed) in the ChiSquare distribution with degrees
           of freedom one less than the common length of input arrays and 
           gTestIntrinsic(expected, observed) which is the same tail
           probability computed using a ChiSquare distribution with one less degeree
           of freedom.";;0;;;27;77;27;69;26;14;25;7;21727;2;gTest;org.apache.commons.math3.stat.inference.TestUtils.gTest;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.inference{TestUtils.java[TestUtils~gTest~\[D~\[J;;0;java;5;method;f;f;f;f
368;720;21712;1;"";javamethod;336;;720;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[8]/ul/li[4]/tt[2];0;0;8;2;g(expected, observed);d;5;5;;f;220;g(expected, observed) in the ChiSquare distribution with degrees;"The G test implementation provides two p-values:
           gTest(expected, observed), which is the tail probability beyond
           g(expected, observed) in the ChiSquare distribution with degrees
           of freedom one less than the common length of input arrays and 
           gTestIntrinsic(expected, observed) which is the same tail
           probability computed using a ChiSquare distribution with one less degeree
           of freedom.";;0;;;27;77;27;69;26;14;25;7;21712;2;g;org.apache.commons.math3.stat.inference.TestUtils.g;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.inference{TestUtils.java[TestUtils~g~\[D~\[J;;0;java;5;method;f;f;f;f
369;721;21770;0;"";javamethod;337;337;721;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[8]/ul/li[4]/tt[3];0;0;8;2;gTestIntrinsic(expected, observed);d;5;5;;f;221;gTestIntrinsic(expected, observed) which is the same tail;"The G test implementation provides two p-values:
           gTest(expected, observed), which is the tail probability beyond
           g(expected, observed) in the ChiSquare distribution with degrees
           of freedom one less than the common length of input arrays and 
           gTestIntrinsic(expected, observed) which is the same tail
           probability computed using a ChiSquare distribution with one less degeree
           of freedom.";;0;;;27;77;27;69;26;14;25;7;21770;2;gTestIntrinsic;org.apache.commons.math3.stat.inference.TestUtils.gTestIntrinsic;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat.inference{TestUtils.java[TestUtils~gTestIntrinsic~\[D~\[J;;0;java;5;method;f;f;f;f
476;749;20564;1;"";javageneric;410;;749;;math/doc/manual3.1/math/userguide/stat.html;/html/body/div[4]/div/div/div[8]/dl/dd[7]/tt[3];0;0;8;2;sum((expected[i] - observed[i])^2 / expected[i]);d;30;30;;f;250;sum((expected[i] - observed[i])^2 / expected[i]);"To compute a chi-square statistic measuring the agreement between a
          long[] array of observed counts and a double[]
          array of expected counts, use:
          
long[] observed = {10, 9, 11};
double[] expected = {10.1, 9.8, 10.3};
System.out.println(TestUtils.chiSquare(expected, observed));
          
          the value displayed will be
          sum((expected[i] - observed[i])^2 / expected[i])";;0;;;27;77;27;69;26;14;25;7;20564;2;sum;org.apache.commons.math3.stat.StatUtils.sum;5;f;f;=mathmain3.1/src<org.apache.commons.math3.stat{StatUtils.java[StatUtils~sum~\[D~I~I;;0;java;30;unknown;f;f;f;f
