file_path;xpath;content;simple_name;fqn;kind;abstract
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[3];addFirst();addFirst;java.util.Deque.addFirst;method;t
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[4];addLast();addLast;java.util.Deque.addLast;method;t
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code;Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[1];element();element;java.util.Deque.element;method;t
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[2];getFirst;getFirst;java.util.Deque.getFirst;method;t
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[3];getLast();getLast;java.util.Deque.getLast;method;t
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[4];Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[3]/p[6]/code;Iterator;Iterator;java.util.Iterator;class;t
deque.html;/html/body/div/div[2]/div[3]/div[4];Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[4]/p/code[1];remove();remove;java.util.Deque.remove;method;t
deque.html;/html/body/div/div[2]/div[3]/div[4]/p/code[2];removeFirst();removeFirst;java.util.Deque.removeFirst;method;t
deque.html;/html/body/div/div[2]/div[3]/div[4]/p/code[3];removeLast;removeLast;java.util.Deque.removeLast;method;t
deque.html;/html/body/div/div[2]/div[3]/div[5];Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[1];Object;Object;java.lang.Object;class;f
deque.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[2];Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[3];Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[5]/p[2]/code[1];Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[6];Deque;Deque;java.util.Deque;class;t
deque.html;/html/body/div/div[2]/div[3]/div[6]/p/code;Deque;Deque;java.util.Deque;class;t
generic-collections.html;/html/body/div/div[2]/div[3]/div;Collections;Collections;java.util.Collections;class;f
generic-collections.html;/html/body/div/div[2]/div[3]/div/p[3]/code[2];String;String;java.lang.String;class;f
generic-collections.html;/html/body/div/div[2]/div[3]/div/p[3]/code[3];String;String;java.lang.String;class;f
generic-collections.html;/html/body/div/div[2]/div[3]/div/p[6]/code[1];List's;List;java.util.List;class;t
generic-collections.html;/html/body/div/div[2]/div[3]/div/p[6]/code[2];Set's;Set;java.util.Set;class;t
hashcode-equals.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[1];ArrayList;ArrayList;java.util.ArrayList;class;f
hashcode-equals.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[3];String.equals();String;java.lang.String;class;f
hashcode-equals.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code[1];ArrayList;ArrayList;java.util.ArrayList;class;f
hashcode-equals.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[3];HashMap;HashMap;java.util.HashMap;class;f
hashcode-equals.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[4];HashSet;HashSet;java.util.HashSet;class;f
index.html;/html/body/div/div[2]/div[3]/div[1];Collections;Collections;java.util.Collections;class;f
index.html;/html/body/div/div[2]/div[3]/div[2];Collections;Collections;java.util.Collections;class;f
index.html;/html/body/div/div[2]/div[3]/div[3];Collections;Collections;java.util.Collections;class;f
index.html;/html/body/div/div[2]/div[3]/div[4];Collections;Collections;java.util.Collections;class;f
index.html;/html/body/div/div[2]/div[3]/div[5];Collections;Collections;java.util.Collections;class;f
index.html;/html/body/div/div[2]/div[3]/div[5]/p/code[1];java.lang.Object;Object;java.lang.Object;class;f
iterable.html;/html/body/div/div[2]/div[3]/div;Iterable;Iterable;java.lang.Iterable;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[1]/code[1];Iterable;Iterable;java.lang.Iterable;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[1]/code[2];java.lang.Iterable;Iterable;java.lang.Iterable;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[1]/code[3];Collection;Collection;java.util.Collection;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[1]/code[4];Iterable;Iterable;java.lang.Iterable;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[1]/code[5];Collection;Collection;java.util.Collection;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[1]/code[6];Iterable;Iterable;java.lang.Iterable;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[2]/code;Iterable;Iterable;java.lang.Iterable;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[3]/code;Iterable;Iterable;java.lang.Iterable;class;t
iterable.html;/html/body/div/div[2]/div[3]/div/p[4]/code;Iterable;Iterable;java.lang.Iterable;class;t
list.html;/html/body/div/div[2]/div[3]/div[1];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/a/code;java.util.Collection;Collection;java.util.Collection;class;t
list.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[1];java.util.List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[2];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[3];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[2];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[1];Collection;Collection;java.util.Collection;class;t
list.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[2];Collection;Collection;java.util.Collection;class;t
list.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[3];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[1];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[2];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[2]/p[3]/code[1];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code;List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[3];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[1];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[2];add();add;java.util.List.add;method;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[3];Collection;Collection;java.util.Collection;class;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code[1];add();add;java.util.List.add;method;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code[2];String;String;java.lang.String;class;f
list.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code[3];add();add;java.util.List.add;method;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code[4];String;String;java.lang.String;class;f
list.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[1];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[2];get(int index);get;java.util.List.get;method;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[3];Iterator;Iterator;java.util.Iterator;class;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code[4];iterator();iterator;java.util.List.iterator;method;t
list.html;/html/body/div/div[2]/div[3]/div[3]/p[4]/code;Iterator;Iterator;java.util.Iterator;class;t
list.html;/html/body/div/div[2]/div[3]/div[4];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[4]/p[2]/code;remove(Object element);remove;java.util.List.remove;method;t
list.html;/html/body/div/div[2]/div[3]/div[4]/p[3]/code;remove(int index);remove;java.util.List.remove;method;t
list.html;/html/body/div/div[2]/div[3]/div[5];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[1];Object;Object;java.lang.Object;class;f
list.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[2];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[3];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[5]/p[2]/code[1];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[6];List;List;java.util.List;class;t
list.html;/html/body/div/div[2]/div[3]/div[6]/p/code;List;List;java.util.List;class;t
map.html;/html/body/div/div[2]/div[3]/div[1];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[1];java.util.Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[2];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[3];Collection;Collection;java.util.Collection;class;t
map.html;/html/body/div/div[2]/div[3]/div[2];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[1];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[2];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[1];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[2];HashMap;HashMap;java.util.HashMap;class;f
map.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[3];TreeMap;TreeMap;java.util.TreeMap;class;f
map.html;/html/body/div/div[2]/div[3]/div[2]/p[3]/code[1];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[2]/p[3]/code[2];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code;HashMap;HashMap;java.util.HashMap;class;f
map.html;/html/body/div/div[2]/div[3]/div[2]/p[5]/code;TreeMap;TreeMap;java.util.TreeMap;class;f
map.html;/html/body/div/div[2]/div[3]/div[2]/p[6]/code;Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[3];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[1];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[2];put();put;java.util.Map.put;method;t
map.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code[1];put();put;java.util.Map.put;method;t
map.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code[2];get();get;java.util.Map.get;method;t
map.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code;Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[3]/p[4]/code;Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[4];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[4]/p/code;remove(Object key);remove;java.util.Map.remove;method;t
map.html;/html/body/div/div[2]/div[3]/div[5];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[1];Object;Object;java.lang.Object;class;f
map.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[2];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[3];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[5]/p[2]/code[1];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[5]/p[2]/code[2];String;String;java.lang.String;class;f
map.html;/html/body/div/div[2]/div[3]/div[6];Map;Map;java.util.Map;class;t
map.html;/html/body/div/div[2]/div[3]/div[6]/p/code;Map;Map;java.util.Map;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[1];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/a/code;java.util.SortedMap;SortedMap;java.util.SortedMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[1];java.util.NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[2];SortedSet;SortedSet;java.util.SortedSet;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[1]/p[2]/code[2];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[1]/p[2]/code[3];java.util.TreeMap;TreeMap;java.util.TreeMap;class;f
navigablemap.html;/html/body/div/div[2]/div[3]/div[2];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[1];descendingKeySet();descendingKeySet;java.util.NavigableMap.descendingKeySet;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[2];descendingMap();descendingMap;java.util.NavigableMap.descendingMap;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[1];descendingKeySet();descendingKeySet;java.util.NavigableMap.descendingKeySet;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[2];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[3];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[4];Map.remove();Map;java.util.Map;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[4];Map.remove();remove;java.util.Map.remove;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code[1];descendingMap();descendingMap;java.util.NavigableMap.descendingMap;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code[2];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code[3];Map;Map;java.util.Map;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[3];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[1];headMap();headMap;java.util.NavigableMap.headMap;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[2];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code;tailMap();tailMap;java.util.NavigableMap.tailMap;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code;subMap();subMap;java.util.NavigableMap.subMap;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[1]/code[1];ceilingKey();ceilingKey;java.util.NavigableMap.ceilingKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[1]/code[2];ceilingKey();ceilingKey;java.util.NavigableMap.ceilingKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[2]/code[1];floorKey();floorKey;java.util.NavigableMap.floorKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[2]/code[2];ceilingKey();ceilingKey;java.util.NavigableMap.ceilingKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[3]/code[1];higherKey();higherKey;java.util.NavigableMap.higherKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[3]/code[2];higherKey();higherKey;java.util.NavigableMap.higherKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[4]/code[1];lowerKey();lowerKey;java.util.NavigableMap.lowerKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[4]/p[4]/code[2];higherKey();higherKey;java.util.NavigableMap.higherKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[5];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[1];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[2];ceilingKey();ceilingKey;java.util.NavigableMap.ceilingKey;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[3];Map.Entry;Entry;java.util.Map.Entry;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[5]/p[2]/code;Map.Entry;Entry;java.util.Map.Entry;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[6];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[6]/p[1]/code[1];pollFirstEntry();pollFirstEntry;java.util.NavigableMap.pollFirstEntry;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[6]/p[1]/code[2];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[6]/p[1]/code[3];pollLastEntry();pollLastEntry;java.util.NavigableMap.pollLastEntry;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[7];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[7]/p/code[1];NavigableMap;NavigableMap;java.util.NavigableMap;class;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[7]/p/code[2];firstEntry();firstEntry;java.util.NavigableMap.firstEntry;method;t
navigablemap.html;/html/body/div/div[2]/div[3]/div[7]/p/code[3];lastEntry();lastEntry;java.util.NavigableMap.lastEntry;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[1];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/a/code;java.util.SortedSet;SortedSet;java.util.SortedSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[1];java.util.NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[2];SortedSet;SortedSet;java.util.SortedSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/code[3];SortedSet;SortedSet;java.util.SortedSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[1]/p[2]/code[1];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[1]/p[2]/code[3];java.util.TreeSet;TreeSet;java.util.TreeSet;class;f
navigableset.html;/html/body/div/div[2]/div[3]/div[2];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[1];descendingIterator();descendingIterator;java.util.NavigableSet.descendingIterator;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[1]/code[2];descendingSet();descendingSet;java.util.NavigableSet.descendingSet;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[1];descendingSet();descendingSet;java.util.NavigableSet.descendingSet;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[2];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[2]/code[3];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code[1];descendingIterator();descendingIterator;java.util.NavigableSet.descendingIterator;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code[2];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[2]/p[4]/code[3];SortedSet;SortedSet;java.util.SortedSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[3];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[1];headSet();headSet;java.util.NavigableSet.headSet;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[3]/p[1]/code[2];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[3]/p[2]/code;tailSet();tailSet;java.util.NavigableSet.tailSet;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[3]/p[3]/code;subSet();subSet;java.util.NavigableSet.subSet;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[1]/code[1];ceiling();ceiling;java.util.NavigableSet.ceiling;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[1]/code[2];ceiling();ceiling;java.util.NavigableSet.ceiling;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[2]/code[1];floor();floor;java.util.NavigableSet.floor;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[2]/code[2];ceiling();ceiling;java.util.NavigableSet.ceiling;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[3]/code[1];higher();higher;java.util.NavigableSet.higher;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[3]/code[2];higher();higher;java.util.NavigableSet.higher;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[4]/code[1];lower();lower;java.util.NavigableSet.lower;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[4]/p[4]/code[2];higher();higher;java.util.NavigableSet.higher;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[5];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[1];pollFirst();pollFirst;java.util.NavigableSet.pollFirst;method;t
navigableset.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[2];NavigableSet;NavigableSet;java.util.NavigableSet;class;t
navigableset.html;/html/body/div/div[2]/div[3]/div[5]/p[1]/code[3];pollLast();pollLast;java.util.NavigableSet.pollLast;method;t
overview.html;/html/body/div/div[2]/div[3]/div;Collections;Collections;java.util.Collections;class;f
overview.html;/html/body/div/div[2]/div[3]/div/p[2]/code[1];Collection;Collection;java.util.Collection;class;t
overview.html;/html/body/div/div[2]/div[3]/div/p[2]/code[2];Map;Map;java.util.Map;class;t
overview.html;/html/body/div/div[2]/div[3]/div/p[3]/code;Collection;Collection;java.util.Collection;class;t
overview.html;/html/body/div/div[2]/div[3]/div/p[5]/code;Map;Map;java.util.Map;class;t
queue.html;/html/body/div/div[2]/div[3]/div[1];Queue;Queue;java.util.Queue;class;t
queue.html;/html/body/div/div[2]/div[3]/div[1]/p[1]/a/code;java.util.Collection;Collection;java.util.Collection;class;t
